artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,total_in_genre,terms_freq,time_signature,time_signature_confidence,title,year
0.35303574,ARE2QID1187B98FA19,Sleepy John Estes,,0,0.446,0.18369,0.446,0.18369,188.26404,0,0.519000072,11,0.789,35.74595,"Ripley, TN",-89.53176,-18.335,1,0.695,599412,I Ain't Gonna Be Worried No More 1929-1941,ARNEL2O1187FB4421A,,SOFKQMW12A8C1326B5,185.504,0,0.18369,78.498,country blues,7,0.967611517,1,0.527,Down South Blues,1935
0.342626791,AR9HABI1187FB3ACAA,Red Foley,,0,0.838,2.1779,0.666,0.56592,192.80934,0.491,0.481703586,4,0.195,37.15735675,"Blue Lick, KY",-63.93335787,-10.697,0,0.274,651071,25 Country Memories,AR40YBH1187FB38A1A,,SOSBXRW12AB01857E0,189.98,0.566,0.18542,38.443,country gospel,1,1,4,0,Old Shep,1936
0.424487599,ARNEL2O1187FB4421A,Bukka White,,0,0.958,0.94311,0.936,0.334,172.30322,0,0.572470888,6,0.657,33.89627,"Houston, MS",-89.00018,-14.873,1,0.588,161691,The Panama Limited,ARE2QID1187B98FA19,,SOCMHUW12A58A7A5A1,166.168,0.852,0.334,107.081,delta blues,4,0.979290736,4,0.949,Fixin' To Die Blues,1940
0.424487599,ARNEL2O1187FB4421A,Bukka White,,0,0,0.58185,0,0.58185,159.00689,1.464,0.572470888,6,0.616,33.89627,"Houston, MS",-89.00018,-22.507,1,0.522,554164,Blues With Bukka,ARE2QID1187B98FA19,,SOQYHDK12AB0186B01,155.748,0.231,0.28222,96.002,delta blues,5,0.979290736,1,0,Sleepy Man Blues,1940
0.313647771,ARPFKK81187B99878D,Tex Williams,,0,0.057,0.36271,0.423,0.36271,181.08036,0,0.425883322,9,0.569,39.14465,"Ramsey, Fayette County, IL",-89.10827,-26.997,1,0.54,663511,Smokin' Hits,ARASFME1187FB3D645,,SOHDMZZ12AB018AC70,178.527,0.379,0.15203,142.398,western swing,1,1,4,1,Smoke! Smoke! Smoke! (That Cigarette),1947
0.313647771,ARPFKK81187B99878D,Tex Williams,,0,0.016,3.29019,0,0.57254,174.73261,1.03,0.425883322,9,0.606,39.14465,"Ramsey, Fayette County, IL",-89.10827,-11.992,1,0.453,53200,Vintage Collections,ARASFME1187FB3D645,,SOOMZXC12A6D4FA2AD,171.276,0.663,0.1401,84.851,western swing,2,1,5,0.423,Smoke! Smoke! Smoke! (That Cigarette),1947
0.333723343,ARAOPEF1187B995099,Percy Mayfield,,0,0.189,0.71309,0.588,0.71309,173.50485,0,0.505074303,0,0.529,32.61518,"Minden, LA",-93.286,-16.472,1,0.58,356623,The Birth of R&B,ARW9T471187B98D2D2,,SOEXULP12AB0186514,168.681,0.374,0.43679,93.707,jump blues,1,0.956411402,3,0.976,Please Send Me Someone To Love,1950
0.36134021,ARKXLIJ1187B9A4C54,Percy Faith And His Orchestra,,0,0.251,7.94198,0.694,0.11906,220.15955,2.392,0.437634718,7,0.314,37.15735675,Not available,-63.93335787,-14.837,0,0.324,493219,The Fabulous Fifties Vol 6,ARMIVJS1187B99E107,,SOEHUNR12AB017C920,211.586,0.097,0.11906,55.233,orchestra,1,0.915857613,4,1,The Song From Moulin Rouge,1953
0.394289662,ARLV8S31187B988B71,Georges Brassens,french,4,0.516,1.81039,0.885,0.10378,100.8322,0.293,0.6334089,9,0.551,46.71067,"Si?1/2, France",1.71819,-13.624,1,0.536,601969,"Georges Brassens: Le siA""cle d'or",ARVEJ9M1187FB4DC44,,SOBYMIE12AB017E82A,94.65,0.373,0.10378,75.064,chanson,1,1,4,0.971,Comme hier,1953
0.319119602,ARPN0NC1187B991591,Guitar Slim,,0,0.186,0.41984,0,0.41984,183.06567,0.345,0.440042445,5,1,33.51711,"Greenwood, MS",-90.18043,-13.164,1,0.733,369893,And... R&B was born,AR8Q4RZ1187FB46BDC,,SOUTOWZ12AB0185610,178.875,0.717,0.41984,96.731,r&b,1,1,3,1,The Things That I Used To Do,1953
0.423070612,ARZJKZR1187FB3EFC2,Big Mama Thornton with Kansas Bill and his Orchestra,,0,0.842,0.21564,0.842,0.21564,169.84771,0.131,0.570506936,3,0.405,32.38012,"Montgomery, AL",-86.30063,-7.96,0,0.414,680370,A Lesson in Rock,ARWF1971187B9B66CC,,SOYHHDK12AB0188098,165.5,0.555,0.21564,148.907,texas blues,1,1,1,0,Hound Dog,1953
0.355974359,AR58SJE1187B9A8E4C,J. B. Lenoir,,0,0.181,0.96974,0.961,0.28679,190.64118,0.223,0.520553746,11,0.253,31.55379,"Monticello, MS",-90.10785,-9.302,1,0.228,566005,If You Love Me,ARE36MM1187B991E50,0.427446572,SOEWMAK12A8C13FD07,185.202,1,0.28679,98.018,chicago blues,1,0.993447824,3,1,I'm in Korea,1954
0.43676907,ARC0MTS1187FB44C21,Toots Thielemans,guitarist,1,0.89,0.3994,0.89,0.3994,302.62812,0.322,0.641172818,5,0.061,50.84838,"Brussels, Belgium",4.34968,-16.252,0,0.307,398646,Only Trust Your Heart,ARFACVS1187B98C226,,SONRBMW12AB017E52D,290.783,0.77,0.11057,68.326,latin jazz,1,1,1,0.729,Sophisticated Lady,1955
0.369076871,AR9ST641187B99B4DE,Cal Tjader,latin jazz,1,0.141,0.59068,0.598,0.2481,197.22404,0,0.624200328,0,0,38.62774,"St. Louis, MO",-90.19951,-23.549,1,0,275331,Latin Kick,AR1N6N61187FB4E25E,0.265861049,SOFBBXV12A81C21835,188.714,0.69,0.2481,176.279,latin jazz,2,1,4,0.209,Manuel's Mambo,1956
0.394289662,ARLV8S31187B988B71,Georges Brassens,french,4,0.002,0.6886,0.424,0.6886,115.25179,0.311,0.6334089,4,0.16,46.71067,"Si?1/2, France",1.71819,-14.562,1,0.438,601969,"Georges Brassens: Le siA""cle d'or",ARVEJ9M1187FB4DC44,,SOBOPBU12AB0180EBE,110.684,0.749,0.35314,59.983,chanson,2,1,4,0.18,Colombine,1956
0.467565441,ARWVOHH1187FB5974B,Screamin' Jay Hawkins,classic pop and rock,1,0.438,0.58693,0.438,0.58693,211.33016,0.293,0.719492291,5,0.844,37.15735675,"Cleveland, OH",-63.93335787,-6.56,0,0.786,95340,I Put a Spell on You: The Best Of,ARSAIUN1187FB398D3,,SOQLGZH12AF729B7CF,205.05,0.626,0.34225,130.335,rock 'n roll,1,0.999779173,1,0.606,I Put a Spell on You,1956
0.394289662,ARLV8S31187B988B71,Georges Brassens,french,4,0.152,0.53637,0.919,0.05926,184.76363,0.311,0.6334089,1,0.636,46.71067,"Si?1/2, France",1.71819,-11.242,0,0.482,497348,Georges Brassens-N 4,ARVEJ9M1187FB4DC44,,SOATZSD12A8C134212,181.685,0,0.05926,126.31,chanson,3,1,5,0.326,"AuprA""s De Mon Arbre",1956
0.542289933,AR4GAFY1187B9B639D,B.B.King,jazz and blues,1,0.435,0.46932,0.435,0.46932,167.49669,0,0.7087354,1,0.028,37.15735675,"Memphis, Tennessee",-63.93335787,-10.182,1,0.074,469045,Take A Swing With Me,ARAYCK21187B98EBFD,,SOLMDFX12A6D227250,163.602,0.424,0.18459,105.552,blues-rock,1,0.903831242,1,0.41,Please Love Me,1956
0.542289933,AR4GAFY1187B9B639D,B.B. King,jazz and blues,1,0.848,0.23491,0.848,0.23491,170.68363,0.415,0.7087354,3,0.269,37.15735675,"Memphis, Tennessee",-63.93335787,-6.555,1,0.235,194746,The Very Best Of The Early Years,ARAYCK21187B98EBFD,,SOAXXGD12A8C134182,164.612,0.396,0.23491,103.859,blues-rock,2,0.903831242,1,0.373,Please Love Me,1956
0.397775654,AR14CJ91187FB3A994,Eddy Arnold,,0,0.001,0.96082,1,0.45908,183.50975,0.358,0.56412895,0,0.786,35.52069,"Madisonville, TN",-84.36354,-16.968,1,0.677,341026,Cattle Call,AR0IVGJ1187FB55D61,,SOHUBRB12AB017E617,175.369,1,0.45908,120.423,honky tonk,1,1,4,0.572,Molly Darling,1956
0.387333146,ARN9Q881187FB3D951,Dells,,0,0.061,1.43824,0.703,0.34068,159.05914,0,0.591696069,0,0.737,37.15735675,"Chicago, IL",-63.93335787,-12.057,1,0.718,183013,Dreams Of Contentment,ARVQZNK11E2835CDAC,0,SODUZTQ12A8AE48067,152.062,0.204,0.34068,108.926,chicago soul,1,0.946023267,4,0.518,Why Do You Have to Go,1957
0.364258871,ARZQSNO1187FB5BBAB,Elizabeth Cotten,,0,0.045,1.69437,0.739,1.09262,295.60118,2.392,0.560215648,2,0.184,37.15735675,"Chapel Hill, NC",-63.93335787,-16.678,1,0.516,221617,Live!,ARPYDTN1187B98B992,,SOJURPV12A8C141B82,295.601,0.147,0.78728,99.959,ragtime,1,0.847719554,4,0.375,Freight Train,1958
0.419408141,ARHRKTK1187B99E1D5,Jackie Wilson,classic pop and rock,1,0.192,1.49862,0.711,0.37029,160.78322,0,0.693327979,5,0.19,42.33168,"Detroit, MI",-83.04792,-12.534,1,0.32,757437,The Jackie Wilson Genesis,ARV03D41187FB413E8,,SODBFVM12AB0184A53,156.63,0.7,0.37029,108.248,chicago soul,2,0.887425414,3,0.819,I'm Wanderin',1958
0.419408141,ARHRKTK1187B99E1D5,Jackie Wilson,classic pop and rock,1,0.142,0.42208,0.505,0.05615,101.77261,0,0.693327979,10,0.32,42.33168,"Detroit, MI",-83.04792,-10.283,1,0.36,357894,Lonely Teardrops,ARV03D41187FB413E8,,SOEDUXP12AB0180ABF,95.66,0.616,0.05615,161.728,chicago soul,3,0.887425414,4,1,If I Can't Have You,1958
0.316486173,ARQDONM1187B9BA1AD,Little Jr. Parker,,0,0.198,1.69206,0.514,0.53358,154.8273,0.072,0.491651053,4,0.939,34.19451,"Clarksdale, MS",-90.5651,-14.925,1,0.696,579812,Blues Consolidated,ARW9T471187B98D2D2,,SOZSRHD12AB0189A2C,146.75,0.694,0.14375,101.914,soul blues,1,0.923547741,3,0.397,Mother-In-Law Blues,1958
0.419408141,ARHRKTK1187B99E1D5,Jackie Wilson,classic pop and rock,1,0.515,0.48756,0.515,0.48756,128.93995,0,0.693327979,10,0.283,42.33168,"Detroit, MI",-83.04792,-9.936,1,0.451,357894,Lonely Teardrops,ARV03D41187FB413E8,,SOUKHSU12AB0185CB0,128.94,0.829,0.26785,136.749,chicago soul,4,0.887425414,1,0,It's So Fine,1958
0.419408141,ARHRKTK1187B99E1D5,Jackie Wilson,classic pop and rock,1,0.51,0.98889,0.664,0.31574,120.76363,0.214,0.693327979,8,0.196,42.33168,"Detroit, MI",-83.04792,-9.9,1,0.226,604354,Reet Petite,ARV03D41187FB413E8,,SOLZYAI12AC46893E4,114.329,0.494,0.14683,180.054,chicago soul,5,0.887425414,4,0.437,Why Can't You Be Mine,1958
0.735208878,ARH861H1187B9B799E,Johnny Cash,country,5,0.013,0.86146,0,0.25409,80.03873,2.258,0.817256939,1,0.083,37.15735675,"Kingsland, AR",-63.93335787,-13.136,1,0.427,623039,The Original Johnny Cash Volume 1,ARZ7MPB1187B98CA77,,SODREXM12AB017C1E8,74.449,0.376,0.10205,196.303,honky tonk,2,1,4,0.572,You Tell Me,1959
0.45608052,AR392MV1187FB3C3FE,Connie Francis,american,1,0.2,0.07157,0.2,0.07157,147.17342,0.305,0.616698192,6,0.824,40.73197,"Newark, NJ",-74.17418,-9.378,1,0.715,179557,Essential Christmas,ARKWJC61187B9B074A,0.377531645,SOVGSQX12A81C22AA5,139.662,0.2,0.07157,137.99,brill building pop,1,1,1,0,Baby's First Christmas,1959
0.360053307,AR1N6N61187FB4E25E,Mongo Santamaria,,0,0.475,0.60854,0.525,0.60854,130.01098,0.316,0.540037749,8,0.762,23.0833,"Havana, Cuba [Jesus Maria]",-82.4167,-23.581,0,0.764,391905,Afro Roots,ARQ446N1187FB4F83D,0,SOVJPYN12AB017FA80,120.581,0.426,0.37815,120.446,latin jazz,3,1,4,0.876,Los Conguitos,1959
0.257496328,ARXSPYZ1187B98972A,Carl Belew,,0,0.243,1.58751,0.494,0.55367,140.38159,0,0.305523628,2,0.182,36.2929,"Salina, OK",-95.15261,-13.338,1,0.567,610066,Country Heartbreakers,ARA7YDA1187B9A5776,,SONZYRS12A8C141A13,136.678,0.546,0.2934,117.867,rockabilly,1,1,3,0.905,Am I That Easy To Forget,1959
0.419408141,ARHRKTK1187B99E1D5,Jackie Wilson,classic pop and rock,1,0.05,1.03189,0.664,0.46519,141.81832,0.22,0.693327979,0,0.739,42.33168,"Detroit, MI",-83.04792,-14.819,1,0.664,689033,Lonely Teardrops,ARV03D41187FB413E8,0.265861049,SOQVOUZ12AC468B719,131.918,0,0.18183,106.328,chicago soul,6,0.887425414,3,0.395,Each Time (I Love You More),1959
0.379651219,AR7CCCC1187FB578FF,Don Gibson,american,1,0.229,1.74998,0,0.26512,151.09179,0.177,0.540750151,9,0.624,37.15735675,"Shelby, North Carolina",-63.93335787,-15.854,1,0.58,348099,I Can't Stop Loving You,ARKBTPV1187FB38A79,,SOPFIWM12AB0186A0D,145.99,0.975,0.26512,81.832,country rock,1,0.984649793,3,0.898,(Prayer Is The Key To Heaven) Faith Unlocks The Door,1959
0.438168226,ARTBFV61187FB3C250,Johnny Horton,country,1,0.948,0.29457,0.948,0.29457,148.79302,0.238,0.610427725,9,0.848,34.05349,"Los Angeles, CA",-118.24532,-8.601,1,0.581,792359,100 Country Classics,ARNG1DH1187FB3AB56,,SONJEYU12AC468C050,138.791,0.732,0.12941,179.311,country rock,2,0.99519221,1,0,The Battle Of New Orleans,1959
0.379651219,AR7CCCC1187FB578FF,Don Gibson,american,1,0.106,0.30745,0.577,0.30745,148.06159,0.264,0.540750151,7,0.013,37.15735675,"Shelby, North Carolina",-63.93335787,-19.002,1,0.425,348099,I Can't Stop Loving You,ARKBTPV1187FB38A79,0,SOJAFPW12AB0182E68,141.485,0.561,0.30745,95.389,country rock,3,0.984649793,3,0.287,Evening Prayer,1959
0.458738221,AR3THYK1187B999F1F,JoAPSo Gilberto,brazilian,2,0.625,2.29731,0.092,0.93998,153.70404,0.518,0.645192339,0,0.42,37.15735675,Not available,-63.93335787,-14.963,0,0.346,793013,Chega de Saudade,ARFETPU124549A3F38,,SOKGCRN12AC468D603,146.959,0.485,0.60024,91.493,brazilian jazz,1,0.997881314,4,0.258,ManhAPS de Carnaval (Morning of the Carnaval) (Cantando As MAosicas do Film Orfeo do Carnaval),1959
0.379137556,ARALP6I1187B989E27,The Shirelles,american,2,0.771,1.69872,0.821,0.82306,159.76444,0.229,0.66229871,0,0.603,40.86034,"Passaic, NJ",-74.12374,-9.79,1,0.134,332859,Dreamboats & Petticoats 2,ARAJPHH1187FB5566A,,SOEMLQO12AB01808B6,155.527,0.886,0.38414,68.283,doo-wop,1,0.961606024,4,0.692,Will You Love Me Tomorrow,1960
0.389589781,AR8XG9J1187FB418C1,Jerry Butler,,0,0.414,0.58234,0.414,0.58234,167.18322,1.019,0.589259678,11,0.204,33.54243,"Sunflower, MS",-90.53727,-18.341,1,0.305,342182,Spotlight On Jerry Butler,ARYBUAO1187FB3F4EB,,SOCTKFG12AB017D983,160.705,0.613,0.08321,87.758,chicago soul,7,0.930691919,1,1,He Will Break Your Heart,1960
0.379137556,ARALP6I1187B989E27,The Shirelles,american,2,0.008,0.61344,0.861,0.61344,127.29424,0.177,0.66229871,10,0.044,40.86034,"Passaic, NJ",-74.12374,-11.539,1,0.325,644803,Where Or When,ARAJPHH1187FB5566A,0,SOMXUAV12AB0188A0E,113.627,0,0.11929,71.597,doo-wop,2,0.961606024,4,0.444,Dedicated To The One I Love,1960
0.382593001,ARRT66G1187FB3DDF9,Freddie King,classic pop and rock,1,0.02,0.66631,0.779,0.21993,286.82404,0,0.609636698,9,0.548,37.15735675,"Gilmer, TX",-63.93335787,-6.615,1,0.458,28325,King Of The Blues,ARGRWEZ1187B9AC382,,SOJBCMD12A6D4F68B5,283.074,0.603,0.07114,134.741,texas blues,2,1,4,0,Hide Away,1960
0.379436972,AR0X3JJ1187FB3A9A7,Hank Locklin,,0,0.017,1.08013,0,0.07304,143.35955,0,0.635757022,0,0,37.15735675,"McLellan, FL",-63.93335787,-10.067,0,0.239,610045,Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's,ARES2PA1187FB38083,0.690290538,SOXRVYA12A8C1425A7,140.701,0.339,0.07304,122.798,honky tonk,3,1,4,0,Send Me The Pillow You Dream On,1960
0.379651219,AR7CCCC1187FB578FF,Don Gibson,american,1,0.028,1.01875,1,0.33192,184.68526,0.297,0.540750151,7,0.095,37.15735675,"Shelby, North Carolina",-63.93335787,-20.691,1,0.535,724643,Sweet Dreams,ARKBTPV1187FB38A79,0.436696165,SOWHYDW12AB0186487,174.631,0.318,0.10335,87.806,country rock,4,0.984649793,4,0,Release Me,1960
0.390828596,ARIK8T31187B9A4D4F,Louis Prima And Keely Smith,,0,0.098,1.21895,1,0.21087,159.16363,0.153,0.578998679,10,0.131,37.15735675,Not available,-63.93335787,-12.675,1,0.226,112652,Jump_ Jive an' Wail: The Essential Louis Prima,ARJWKHJ12454A427D3,0.565451012,SOIDUUW12A8C13DF25,153.397,0.91,0.21087,108.498,space age pop,1,0.862124006,3,1,I've Got You Under My Skin,1960
0.566912407,ARGKD4W1187B990E04,Brenda Lee,country,1,0.002,1.46605,1,0.1326,188.26404,0,0.669371502,7,0.658,33.71197,"Lithonia, GA",-84.10599,-10.002,1,0.26,176456,Brenda Lee,ARA7YDA1187B9A5776,0.244099686,SOSWCXN12A6D4FAE3C,180.471,0.364,0.1326,89.13,ballad,1,0.937094726,4,0.241,Your One And Only (LP Version),1960
0.566912407,ARGKD4W1187B990E04,Brenda Lee,country,1,0.027,1.03553,1,0.02887,205.13914,0.224,0.669371502,2,0.571,33.71197,"Lithonia, GA",-84.10599,-12.992,1,0.732,176456,Brenda Lee,ARA7YDA1187B9A5776,,SOVGRXC12A6D4F94A8,189.69,0.667,0.02887,118.297,ballad,2,0.937094726,3,1,Against My Will (LP Version),1960
0.299230368,ARH4Z031187B9A71F2,Faye Adams,,0,0.096,0.97531,0.987,0.3393,156.39465,0.562,0.396455254,8,0.569,40.73197,"Newark, NJ",-74.17418,-18.051,1,0.495,373723,Shake A Hand,ARRB15P1187FB3B0DF,0,SOVYKGO12AB0187199,150.634,0.67,0.3393,95.957,jump blues,2,1,3,0.689,Crazy Mixed Up World,1961
0.316354001,AR3C3C01187B98E800,Kai Winding,,0,0.043,1.38242,0.761,0.33359,223.4771,0.291,0.430538907,0,0,56.153,"Aarhus, Denmark",10.20452,-14.438,1,0.138,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0,SOUVRGZ12A58A77F90,220.026,0.783,0.33359,112.006,hard bop,1,0.942971915,4,0.844,Mangos,1961
0.299230368,ARH4Z031187B9A71F2,Faye Adams,,0,0.088,0.34737,0.712,0.34737,144.1171,0.502,0.396455254,3,0,40.73197,"Newark, NJ",-74.17418,-11.508,1,0.267,373723,Shake A Hand,ARRB15P1187FB3B0DF,0,SOCSZYG12AB01871C2,140.353,0.407,0.08031,110.323,jump blues,3,1,3,1,My Greatest Desire,1961
0.372910681,ARJDWEA1187B9B676F,Bob Newhart,,0,0.383,0.67778,0.596,0.67778,72.33261,0,0.443865075,10,0.492,37.15735675,Not available,-63.93335787,-12.043,1,0.308,12546,Behind The Button-Down Mind Of Bob Newhart,ARZO73F1187FB4BF23,,SOQTJWB12A670218FD,72.333,0.501,0.45028,133.721,comedy,1,1,3,0.956,Herb Philbrick - Counter Spy ( LP Version ),1961
0.468511467,ARA7YDA1187B9A5776,Patsy Cline,country,1,1,0.23091,1,0.23091,168.95955,0.177,0.656728903,11,0.656,37.15735675,"Gore, VA",-63.93335787,-5.176,1,0.542,793501,Music Trends - Country Busters,AR88F5X1187FB3EA17,,SOYRDKV12A8C14211E,155.905,0.911,0.23091,91.01,country rock,5,0.991567722,1,0,A Poor Man's Roses,1961
0.3065186,AR059HI1187B9A14D7,Roy Drusky,,0,0.641,0.57008,0.641,0.57008,167.70567,0.514,0.378347969,10,0.887,33.74831,"Atlanta, GA",-84.39111,-23.611,1,0.787,331316,Second Hand Rose,ARES2PA1187FB38083,,SOLGODL12AB017CD18,160.403,0.65,0.57008,92.851,country rock,6,1,1,0,Three Hearts In A Tangle,1961
0.316354001,AR3C3C01187B98E800,Kai Winding,,0,0.593,0.27932,0.593,0.27932,212.92363,0.241,0.430538907,5,0.533,56.153,"Aarhus, Denmark",10.20452,-15.237,1,0.635,495041,The Incredible Kai Winding Trombones,ARE7JKW1187FB4A7CA,0.334706549,SOLQAII12AB018312B,206.849,0.617,0.27932,112.222,hard bop,2,0.942971915,1,0.179,Doodlin',1961
0.384549528,ARRVGAX1187FB4D745,Little Eva,,0,1,0.11979,1,0.11979,145.162,0.148,0.590131052,3,0.655,35.21962,"Bellhaven, NC",-80.01955,-6.643,1,0.543,60587,The Loco-Motion,ARXY7M01187B9B7611,0.928367113,SOKYXSZ12A6D4F6E92,136.319,0.721,0.11979,129.781,pop rock,1,0.954350957,1,0.247,The Loco-Motion,1962
0.34341318,ARB1LM61187FB4DDF4,Leroy Van Dyke,,0,0.51,0.27373,0.51,0.27373,124.52526,0.57,0.500506965,0,0.796,38.57842,"Spring Fork, MO",-93.2393,-18.57,1,0.694,331311,Walk On By,ARES2PA1187FB38083,0,SOYEKDZ12A58A7EA4F,114.619,0.502,0.0897,163.942,country rock,7,0.988536224,1,0,If A Woman Answers,1962
0.19936897,ARUI2ZJ1187FB3ACA5,Mario Telles,,0,0.041,1.27465,0.149,0.59525,212.13995,0.183,0.236105041,2,0.854,37.15735675,Not available,-63.93335787,-9.989,1,0.567,280752,Mario Telles,AR81AWY1187FB4E35F,,SOKPBBP12A8AE49419,207.482,0.863,0.24147,97.34,samba,1,0.996377396,4,0,NanAPS,1962
0.382934593,ARH8VT91187FB49CA2,The Exciters,,0,0.009,0.84851,1,0.17013,142.21016,0.235,0.546648694,6,0.258,45.7594,"Lyon, FR",4.82897,-8.813,1,0.435,609792,Girls of the 60's,ARXY7M01187B9B7611,,SOFDYYA12A58A78E73,134.014,0.4,0.17013,89.342,all-female,1,0.898959228,4,0.976,Tell Him,1962
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,classic pop and rock,1,1,0.06727,1,0.06727,136.48934,0.229,0.606925359,9,0.386,40.71455,"New York, NY",-74.00712,-9.091,1,0.632,26902,60's Triple set,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,130.026,0.782,0.06727,129.122,brill building pop,2,1,1,0,It's My Party,1963
0.331863557,ARUF71J1187FB511C1,Boots Randolph,saxaphone,1,0.219,3.1226,0.345,2.53131,150.20363,2.426,0.544835431,0,0.826,37.08571,"Paducah, KY",-88.59583,-11.927,1,0.672,285677,Boots Randolph's Yakety Sax!,ARJUNZD1187B9A5DAE,0.375984302,SOQLNGZ12A8C1314E8,144.126,0.375,2.23332,101.485,instrumental rock,1,0.942583448,3,1,Lonely Street,1963
